Employee_ID,Hospital,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Shift,Years_at_Hospital,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Overtime,Night_Shifts_Month,Training_Hours_Year,Patients_Handled_Month,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
HOSP10114,Apollo Hospital,Radiology,L1,Resident Doctor,Mysuru,Female,58,MD/MS,Full-Time,On-Site,Day,8,7,7,143772,1725264,123120,4,4,4,44,Yes,9,91,359,6,0,5,12.9,Medium,0.7894,Yes
HOSP10115,Apollo Hospital,Pediatrics,L4,Staff Nurse,Mangaluru,Male,55,MD/MS,Full-Time,On-Site,Day,14,7,17,63104,757248,193516,5,2,4,58,Yes,7,6,23,10,2,3,22.8,Low,0.9307,Yes
HOSP10116,Fortis Hospital,IT,L2,Pharmacist,Chennai,Male,36,Master's,Full-Time,Hybrid,Day,4,6,16,75805,909660,97158,2,4,2,74,Yes,7,101,127,5,1,2,26.6,Low,0.979,Yes
HOSP10117,AIIMS Mangaluru,Administration,L4,Hospital Administrator,Mangaluru,Female,28,Bachelor's,Full-Time,On-Site,Rotational,11,5,10,42496,509952,247656,5,4,1,54,Yes,9,120,335,5,2,4,28.6,Low,0.9199,Yes
HOSP10118,Fortis Hospital,Radiology,L5,Hospital Administrator,Kochi,Male,37,Bachelor's,Full-Time,On-Site,Day,0,1,1,109257,1311084,138955,1,5,2,63,Yes,5,11,133,2,3,5,32.4,Low,0.9597,Yes
HOSP10119,Mangalore Medical Centre,Pharmacy,L1,Radiology Technician,Hubballi,Male,37,MBBS,Full-Time,On-Site,Rotational,11,5,24,21515,258180,150780,2,2,3,64,Yes,7,40,186,10,2,1,29.7,High,0.9739,No
HOSP10120,Fortis Hospital,Emergency,L2,Hospital Administrator,Mysuru,Male,46,Diploma,Full-Time,On-Site,Day,5,10,20,22454,269448,46221,3,3,3,53,Yes,8,113,280,9,1,1,38.3,Low,0.9546,Yes
HOSP10121,AIIMS Mangaluru,Radiology,L1,Hospital Administrator,Udupi,Female,33,PhD,Full-Time,On-Site,Rotational,18,8,26,40873,490476,148269,5,4,2,39,Yes,4,62,125,3,1,3,13.6,Low,0.7253,Yes
HOSP10122,AIIMS Mangaluru,Cardiology,L3,Senior Nurse,Mysuru,Male,37,Bachelor's,Full-Time,On-Site,Rotational,18,1,23,91920,1103040,152206,1,4,2,52,Yes,0,97,243,4,1,2,29.0,Low,0.9093,Yes
HOSP10123,Mangalore Medical Centre,Administration,L3,Physiotherapist,Kochi,Male,58,PhD,Full-Time,On-Site,Night,15,0,18,31727,380724,105922,4,1,4,43,Yes,0,24,281,8,0,5,2.8,High,0.6441,Yes
HOSP10124,AIIMS Mangaluru,Outpatient,L2,Receptionist,Mangaluru,Male,37,MD/MS,Contract,On-Site,Night,18,10,6,146376,1756512,33550,4,2,4,62,Yes,1,80,270,7,1,5,21.9,Medium,0.9008,Yes
HOSP10125,AIIMS Mangaluru,IT,L3,Pharmacist,Kochi,Male,34,PhD,Contract,On-Site,Day,2,4,30,87070,1044840,14642,5,3,5,1,No,1,52,33,2,0,1,12.4,Low,0.3656,Yes
HOSP10126,Apollo Hospital,Pharmacy,L2,Receptionist,Bengaluru,Male,26,Diploma,Full-Time,On-Site,Day,9,10,17,117059,1404708,151511,4,5,5,78,Yes,4,32,217,5,1,3,17.4,Medium,0.9404,Yes
HOSP10127,Mangalore Medical Centre,Emergency,L1,Consultant Doctor,Bengaluru,Male,55,Diploma,Full-Time,On-Site,Day,17,5,7,142564,1710768,228851,3,3,3,20,Yes,6,86,145,9,0,1,16.3,Medium,0.606,Yes
HOSP10128,Manipal Hospital,Physiotherapy,L3,Lab Technician,Udupi,Female,34,PhD,Contract,On-Site,Rotational,12,2,13,135213,1622556,106093,2,5,5,49,Yes,6,72,225,0,1,1,3.2,Medium,0.8464,Yes
HOSP10129,Manipal Hospital,Surgery,L2,Physiotherapist,Kochi,Female,28,Master's,Full-Time,On-Site,Night,17,7,6,43465,521580,155655,1,3,5,80,Yes,14,5,159,2,1,2,21.3,Medium,0.9885,Yes
HOSP10130,AIIMS Mangaluru,Pharmacy,L3,Receptionist,Chennai,Male,35,Bachelor's,Part-Time,On-Site,Rotational,2,6,27,77799,933588,93885,5,3,1,51,Yes,3,61,81,9,2,3,44.8,Low,0.9116,Yes
HOSP10131,Manipal Hospital,Surgery,L2,Resident Doctor,Udupi,Female,47,Master's,Contract,On-Site,Night,2,1,20,114129,1369548,79538,4,2,2,8,No,12,65,302,6,1,2,13.8,High,0.6949,No
HOSP10132,Manipal Hospital,Administration,L5,Resident Doctor,Chennai,Female,33,PhD,Full-Time,On-Site,Rotational,11,6,27,170402,2044824,62014,2,1,4,19,No,3,101,73,6,2,3,33.3,Medium,0.6943,Yes
HOSP10133,AIIMS Mangaluru,General Medicine,L1,Receptionist,Udupi,Male,51,Bachelor's,Full-Time,On-Site,Night,19,0,26,157374,1888488,19523,3,3,5,17,No,13,8,365,1,1,5,24.9,Medium,0.7477,No
HOSP10134,Manipal Hospital,Pharmacy,L2,Billing Executive,Bengaluru,Female,55,MBBS,Contract,On-Site,Night,6,8,3,125288,1503456,110285,4,4,4,29,Yes,13,66,31,2,1,4,15.0,Low,0.8115,Yes
HOSP10135,Fortis Hospital,Physiotherapy,L3,Receptionist,Udupi,Female,26,Master's,Full-Time,On-Site,Day,7,6,16,30875,370500,201615,4,4,5,64,Yes,10,15,155,6,2,4,4.5,High,0.8847,Yes
HOSP10136,CityCare Hospital,ICU,L2,Hospital Administrator,Bengaluru,Female,25,Master's,Full-Time,On-Site,Night,8,5,4,45219,542628,217043,1,4,5,23,Yes,14,88,349,5,2,3,10.1,Medium,0.7106,No
HOSP10137,Mangalore Medical Centre,Surgery,L5,Consultant Doctor,Mangaluru,Female,42,PhD,Full-Time,Hybrid,Night,13,1,11,54182,650184,105879,3,1,3,46,Yes,9,87,163,6,0,4,35.3,Low,0.9413,Yes
HOSP10138,CityCare Hospital,Cardiology,L3,Staff Nurse,Chennai,Female,43,MD/MS,Full-Time,On-Site,Rotational,4,2,8,97781,1173372,90629,3,3,1,43,Yes,2,110,301,9,3,1,12.9,Low,0.7284,Yes
HOSP10139,AIIMS Mangaluru,ICU,L3,Medical Officer,Kochi,Female,45,PhD,Full-Time,On-Site,Rotational,20,0,25,24457,293484,248950,5,5,2,28,Yes,10,92,155,8,2,5,6.9,Medium,0.6038,No
HOSP10140,Apollo Hospital,Laboratory,L4,Physiotherapist,Udupi,Female,54,Master's,Full-Time,On-Site,Night,18,9,19,155821,1869852,245560,1,5,2,76,Yes,1,107,320,7,0,5,15.2,High,0.9303,Yes
HOSP10141,Mangalore Medical Centre,Laboratory,L5,Physiotherapist,Bengaluru,Female,46,Bachelor's,Contract,On-Site,Day,20,4,12,51064,612768,76830,5,2,3,67,Yes,15,54,240,5,1,4,26.5,High,0.9848,Yes
HOSP10142,AIIMS Mangaluru,Emergency,L4,Receptionist,Mysuru,Male,25,MD/MS,Full-Time,On-Site,Night,15,8,24,158893,1906716,235013,1,1,3,16,No,2,39,359,3,2,3,31.8,Medium,0.7033,No
HOSP10143,Apollo Hospital,IT,L3,Ward Assistant,Chennai,Male,46,PhD,Full-Time,On-Site,Night,11,5,27,133256,1599072,45538,3,3,2,4,No,7,25,228,9,2,1,17.7,Medium,0.4674,No
HOSP10144,CityCare Hospital,General Medicine,L3,Pharmacist,Udupi,Female,40,PhD,Full-Time,Hybrid,Day,20,4,17,116297,1395564,47310,1,4,2,80,Yes,14,37,378,8,1,3,22.7,Low,0.9899,Yes
HOSP10145,AIIMS Mangaluru,Administration,L1,Radiology Technician,Hubballi,Female,26,Master's,Full-Time,Hybrid,Rotational,3,2,19,156736,1880832,141980,1,1,1,49,Yes,0,34,399,6,1,4,20.7,Medium,0.8765,Yes
HOSP10146,Mangalore Medical Centre,Pharmacy,L1,Pharmacist,Mangaluru,Male,26,Master's,Full-Time,On-Site,Rotational,7,4,8,178353,2140236,115266,1,1,5,39,Yes,15,86,142,4,1,5,0.9,High,0.8637,Yes
HOSP10147,Mangalore Medical Centre,Pediatrics,L3,Medical Officer,Mangaluru,Female,38,MBBS,Contract,On-Site,Rotational,6,7,3,173719,2084628,188362,2,3,1,45,Yes,3,67,135,1,1,5,18.1,Medium,0.8427,Yes
HOSP10148,District General Hospital,Cardiology,L1,Resident Doctor,Mysuru,Female,24,PhD,Contract,Hybrid,Day,14,1,20,87918,1055016,184706,2,2,2,50,Yes,6,58,176,8,3,3,26.6,Low,0.9503,Yes
HOSP10149,Fortis Hospital,Surgery,L2,Receptionist,Bengaluru,Male,37,Master's,Full-Time,On-Site,Rotational,5,4,26,108179,1298148,12699,3,2,5,10,No,15,105,289,6,2,2,25.9,Low,0.7836,No
HOSP10150,Manipal Hospital,Administration,L2,Resident Doctor,Udupi,Male,34,Diploma,Full-Time,On-Site,Rotational,4,5,7,92944,1115328,231241,1,2,2,11,No,4,13,36,8,1,3,33.9,Low,0.7776,Yes
HOSP10151,Apollo Hospital,ICU,L2,Resident Doctor,Chennai,Male,34,MD/MS,Full-Time,On-Site,Night,13,9,0,107142,1285704,66912,3,4,1,12,No,1,116,288,10,1,2,30.3,Medium,0.5276,No
HOSP10152,District General Hospital,Nursing,L4,Ward Assistant,Bengaluru,Female,33,Diploma,Full-Time,On-Site,Night,20,7,16,45603,547236,145327,2,4,1,63,Yes,0,119,368,8,3,3,12.8,High,0.8393,No
HOSP10153,Manipal Hospital,Laboratory,L5,Resident Doctor,Mangaluru,Female,27,MD/MS,Full-Time,On-Site,Rotational,12,7,24,64458,773496,79183,1,3,1,7,No,5,46,238,9,2,2,11.9,Low,0.5378,No
HOSP10154,Manipal Hospital,Nursing,L1,Medical Officer,Bengaluru,Male,35,PhD,Full-Time,On-Site,Night,9,4,8,88605,1063260,60282,5,2,5,64,Yes,12,102,338,4,0,2,21.2,Medium,0.9638,Yes
HOSP10155,AIIMS Mangaluru,Physiotherapy,L3,Data Analyst,Mangaluru,Male,39,MBBS,Contract,On-Site,Night,17,8,19,37623,451476,58249,2,3,4,8,No,12,70,257,6,2,2,33.1,Medium,0.7805,Yes
HOSP10156,Manipal Hospital,Cardiology,L4,Consultant Doctor,Bengaluru,Female,55,Master's,Full-Time,On-Site,Night,3,3,12,62440,749280,38176,2,2,4,1,No,15,71,52,4,0,2,4.7,High,0.62,Yes
HOSP10157,Fortis Hospital,Pediatrics,L1,IT Support Engineer,Mysuru,Male,37,Master's,Full-Time,On-Site,Rotational,7,8,1,100427,1205124,8163,2,1,2,77,Yes,4,41,304,2,3,1,42.7,Medium,0.9877,Yes
HOSP10158,Mangalore Medical Centre,Pharmacy,L4,Radiology Technician,Kochi,Female,55,Master's,Part-Time,On-Site,Day,10,10,12,156776,1881312,54210,1,5,5,12,No,2,50,56,9,1,2,24.7,Low,0.649,Yes
HOSP10159,District General Hospital,Emergency,L2,Receptionist,Mysuru,Female,39,PhD,Full-Time,On-Site,Rotational,16,6,8,111826,1341912,123844,4,5,3,1,No,10,18,122,7,3,2,14.1,Low,0.5146,No
HOSP10160,Manipal Hospital,Pediatrics,L2,Billing Executive,Mysuru,Male,40,MD/MS,Full-Time,On-Site,Rotational,17,5,29,45460,545520,104587,5,2,4,67,Yes,10,65,230,7,2,5,31.4,Medium,0.9606,Yes
HOSP10161,AIIMS Mangaluru,Cardiology,L5,Medical Officer,Kochi,Male,56,Master's,Full-Time,On-Site,Rotational,20,3,19,128373,1540476,231352,5,3,5,75,Yes,14,46,299,8,1,1,2.5,High,0.9617,Yes
HOSP10162,Fortis Hospital,Pediatrics,L2,Hospital Administrator,Kochi,Female,55,Diploma,Full-Time,Hybrid,Day,10,1,5,155637,1867644,71979,3,4,5,47,Yes,15,64,161,10,2,2,22.1,Low,0.9268,Yes
HOSP10163,CityCare Hospital,Cardiology,L3,Data Analyst,Udupi,Male,52,Master's,Part-Time,Hybrid,Rotational,15,7,27,22870,274440,78860,1,2,4,73,Yes,10,41,258,5,0,4,22.1,Medium,0.9795,Yes
HOSP10164,Mangalore Medical Centre,Cardiology,L4,Radiology Technician,Chennai,Male,60,PhD,Full-Time,On-Site,Day,11,5,0,36909,442908,152215,2,2,5,2,No,8,37,248,1,2,1,7.7,Medium,0.5074,No
HOSP10165,Mangalore Medical Centre,Radiology,L1,Medical Officer,Chennai,Male,44,MBBS,Part-Time,On-Site,Day,12,2,27,27117,325404,236971,4,4,5,67,Yes,2,117,152,2,3,5,37.8,Medium,0.9182,Yes
HOSP10166,District General Hospital,Surgery,L3,Data Analyst,Udupi,Male,37,Diploma,Full-Time,On-Site,Night,15,6,24,85474,1025688,4920,1,2,4,5,No,15,12,144,10,3,3,36.0,Low,0.8513,Yes
HOSP10167,Mangalore Medical Centre,Outpatient,L5,Resident Doctor,Mysuru,Female,27,Master's,Full-Time,On-Site,Night,20,9,4,111926,1343112,247647,1,1,1,4,No,1,105,72,9,3,5,7.3,High,0.3048,No
HOSP10168,Manipal Hospital,Nursing,L1,Billing Executive,Mysuru,Female,21,Master's,Part-Time,Hybrid,Rotational,0,6,30,145463,1745556,82911,4,4,2,2,No,4,43,107,10,1,5,16.7,Medium,0.3623,Yes
HOSP10169,AIIMS Mangaluru,Outpatient,L4,Consultant Doctor,Mangaluru,Female,55,Bachelor's,Full-Time,Hybrid,Day,15,5,2,119536,1434432,37996,2,1,3,9,No,8,23,117,5,2,1,5.0,Medium,0.5915,No
HOSP10170,Mangalore Medical Centre,Outpatient,L3,Receptionist,Mangaluru,Female,52,MD/MS,Full-Time,On-Site,Night,14,1,3,38128,457536,142820,1,5,2,42,Yes,7,95,389,0,1,1,38.3,Medium,0.9328,Yes
HOSP10171,Mangalore Medical Centre,Outpatient,L3,Physiotherapist,Chennai,Male,56,Diploma,Full-Time,On-Site,Day,5,7,0,87001,1044012,94071,5,4,1,18,No,5,29,114,1,2,4,14.9,High,0.5004,Yes
HOSP10172,CityCare Hospital,Laboratory,L3,Pharmacist,Udupi,Male,33,Bachelor's,Full-Time,On-Site,Rotational,11,0,13,18440,221280,212323,5,4,1,13,No,2,69,207,7,0,4,20.0,Medium,0.417,No
HOSP10173,CityCare Hospital,Radiology,L2,Lab Technician,Hubballi,Female,26,MBBS,Full-Time,On-Site,Rotational,7,0,8,141491,1697892,47252,4,3,5,20,Yes,5,37,395,10,2,1,14.9,Medium,0.5477,No
HOSP10174,Apollo Hospital,Pharmacy,L5,IT Support Engineer,Hubballi,Female,34,MD/MS,Full-Time,On-Site,Rotational,6,5,29,160735,1928820,122734,2,3,2,42,Yes,4,96,275,7,2,1,14.3,Medium,0.7926,Yes
HOSP10175,Fortis Hospital,Radiology,L5,Consultant Doctor,Udupi,Male,57,Diploma,Full-Time,On-Site,Night,1,4,23,168619,2023428,194251,4,4,1,27,Yes,0,107,92,5,2,1,33.8,Medium,0.6543,Yes
HOSP10176,Manipal Hospital,General Medicine,L3,Physiotherapist,Mangaluru,Female,35,Master's,Full-Time,On-Site,Day,11,8,3,99662,1195944,137522,1,5,2,20,Yes,4,118,381,2,2,3,33.8,Low,0.7297,Yes
HOSP10177,Mangalore Medical Centre,General Medicine,L4,Staff Nurse,Chennai,Female,24,Diploma,Contract,On-Site,Rotational,20,6,17,18005,216060,52756,5,2,1,35,Yes,13,22,301,1,0,5,23.5,High,0.9204,Yes
HOSP10178,Mangalore Medical Centre,Laboratory,L3,Receptionist,Chennai,Male,60,Master's,Full-Time,On-Site,Day,13,1,13,25038,300456,50235,3,3,3,23,Yes,6,73,37,5,1,4,29.8,High,0.6938,No
HOSP10179,AIIMS Mangaluru,Pediatrics,L2,Medical Officer,Mangaluru,Female,36,MD/MS,Contract,On-Site,Night,15,6,24,24414,292968,90546,4,5,1,53,Yes,8,56,183,0,3,4,23.3,Medium,0.9122,Yes
HOSP10180,Apollo Hospital,Surgery,L3,Staff Nurse,Hubballi,Male,48,Master's,Full-Time,On-Site,Rotational,10,2,3,87506,1050072,131092,3,5,2,37,Yes,11,109,165,9,2,2,1.8,Medium,0.7227,Yes
HOSP10181,Fortis Hospital,Laboratory,L3,Physiotherapist,Bengaluru,Male,36,MBBS,Full-Time,On-Site,Day,19,0,24,94586,1135032,125802,3,3,5,16,No,14,78,333,5,3,3,3.4,Low,0.5446,No
HOSP10182,Apollo Hospital,Cardiology,L3,Consultant Doctor,Bengaluru,Female,24,PhD,Contract,On-Site,Rotational,8,10,9,151678,1820136,211325,5,2,2,21,Yes,0,22,272,8,3,1,17.6,High,0.618,Yes
HOSP10183,District General Hospital,ICU,L4,Medical Officer,Mangaluru,Male,46,Master's,Full-Time,On-Site,Night,9,7,2,34482,413784,243956,4,3,4,44,Yes,2,119,179,6,3,1,33.9,Medium,0.8125,Yes
HOSP10184,Fortis Hospital,Surgery,L2,Receptionist,Bengaluru,Female,48,MBBS,Full-Time,Hybrid,Day,16,2,22,51948,623376,108421,3,5,2,73,Yes,7,35,368,8,3,3,41.1,Medium,0.9727,Yes
HOSP10185,Mangalore Medical Centre,IT,L1,Hospital Administrator,Kochi,Male,52,PhD,Full-Time,On-Site,Day,11,10,6,107987,1295844,140736,1,1,3,60,Yes,5,56,68,1,2,4,1.8,High,0.8873,Yes
HOSP10186,Mangalore Medical Centre,Nursing,L1,Lab Technician,Udupi,Female,22,MD/MS,Full-Time,On-Site,Day,5,7,9,38875,466500,66635,2,3,3,10,No,12,0,195,10,3,1,16.9,Medium,0.7133,Yes
HOSP10187,Fortis Hospital,Surgery,L2,Resident Doctor,Udupi,Female,51,MD/MS,Full-Time,On-Site,Rotational,18,6,12,31057,372684,23225,2,5,3,60,Yes,15,71,346,4,2,2,10.5,High,0.9529,Yes
HOSP10188,Mangalore Medical Centre,Cardiology,L3,Medical Officer,Mangaluru,Female,23,Diploma,Full-Time,On-Site,Rotational,10,1,3,50400,604800,199245,5,3,1,37,Yes,4,2,84,8,0,4,36.8,Medium,0.8472,Yes
HOSP10189,Manipal Hospital,Cardiology,L3,Hospital Administrator,Mysuru,Male,28,MBBS,Contract,Hybrid,Day,8,0,17,86607,1039284,106885,4,5,3,65,Yes,12,13,308,6,1,5,38.1,Medium,0.9809,Yes
HOSP10190,Fortis Hospital,Emergency,L3,Receptionist,Hubballi,Male,44,MBBS,Full-Time,On-Site,Day,20,6,10,105561,1266732,237120,4,2,2,32,Yes,9,80,69,8,1,3,9.7,Medium,0.7445,Yes
HOSP10191,Apollo Hospital,Outpatient,L2,Receptionist,Mangaluru,Female,35,Bachelor's,Contract,Hybrid,Rotational,5,0,24,45503,546036,85333,2,5,5,42,Yes,1,33,23,10,2,4,32.1,Medium,0.8524,Yes
HOSP10192,Fortis Hospital,Laboratory,L3,Medical Officer,Bengaluru,Male,51,Bachelor's,Contract,On-Site,Rotational,15,5,3,172837,2074044,171297,1,4,3,30,Yes,2,110,138,5,2,5,33.1,High,0.7788,Yes
HOSP10193,Mangalore Medical Centre,Cardiology,L2,Consultant Doctor,Hubballi,Female,29,PhD,Full-Time,Hybrid,Night,19,10,23,119096,1429152,10807,2,1,2,34,Yes,11,69,359,6,1,2,8.4,Medium,0.8658,Yes
HOSP10194,Manipal Hospital,General Medicine,L2,Hospital Administrator,Mysuru,Female,59,PhD,Full-Time,On-Site,Night,15,9,13,64612,775344,214346,2,5,1,36,Yes,15,68,392,9,3,3,19.8,Medium,0.8842,Yes
HOSP10195,Manipal Hospital,Outpatient,L3,Consultant Doctor,Bengaluru,Male,22,Bachelor's,Contract,Hybrid,Day,5,10,17,116318,1395816,6402,4,3,1,46,Yes,1,109,183,4,2,1,28.1,Low,0.8536,Yes
HOSP10196,District General Hospital,Pharmacy,L4,Data Analyst,Chennai,Female,28,PhD,Contract,On-Site,Rotational,4,9,7,102335,1228020,4521,3,3,5,22,Yes,0,50,242,5,3,1,1.7,Low,0.4377,Yes
HOSP10197,Apollo Hospital,ICU,L2,Physiotherapist,Kochi,Male,27,Master's,Full-Time,On-Site,Rotational,20,7,26,118989,1427868,194237,1,5,5,35,Yes,6,104,377,0,2,5,18.5,Medium,0.7335,No
HOSP10198,CityCare Hospital,Nursing,L1,Senior Nurse,Bengaluru,Female,59,Bachelor's,Full-Time,On-Site,Day,3,6,9,111012,1332144,114693,4,4,2,39,Yes,13,103,175,0,2,4,7.4,Medium,0.7692,Yes
HOSP10199,CityCare Hospital,Laboratory,L1,Medical Officer,Kochi,Male,36,MBBS,Full-Time,Hybrid,Rotational,1,3,4,99748,1196976,8382,2,5,5,80,Yes,2,28,281,1,0,2,24.6,High,0.9704,No
HOSP10200,Fortis Hospital,Administration,L1,IT Support Engineer,Hubballi,Female,55,Master's,Full-Time,On-Site,Night,5,0,22,158500,1902000,110996,3,2,5,14,No,6,98,192,10,0,5,38.0,Medium,0.7027,Yes
HOSP10201,District General Hospital,General Medicine,L3,Receptionist,Kochi,Female,50,PhD,Full-Time,On-Site,Night,8,0,6,83195,998340,233729,1,4,1,36,Yes,11,81,42,3,1,2,23.9,Medium,0.9017,Yes
HOSP10202,AIIMS Mangaluru,Physiotherapy,L2,Pharmacist,Hubballi,Male,30,MD/MS,Full-Time,Hybrid,Day,16,3,11,107846,1294152,15065,5,5,2,3,No,6,103,395,10,0,2,2.1,High,0.3033,Yes
HOSP10203,Fortis Hospital,IT,L3,Medical Officer,Hubballi,Female,58,Diploma,Full-Time,On-Site,Rotational,13,4,24,120404,1444848,85470,1,1,5,21,Yes,7,47,80,8,0,2,1.8,Medium,0.6831,Yes
HOSP10204,District General Hospital,Pediatrics,L2,Physiotherapist,Hubballi,Female,38,Bachelor's,Full-Time,On-Site,Night,6,6,2,57142,685704,14425,1,4,2,80,Yes,0,93,375,6,1,3,27.4,High,0.9573,Yes
HOSP10205,Apollo Hospital,Cardiology,L1,Billing Executive,Hubballi,Male,25,MD/MS,Full-Time,On-Site,Night,18,3,25,89540,1074480,13111,2,5,3,21,Yes,4,78,340,5,3,5,15.1,Medium,0.5507,No
HOSP10206,Apollo Hospital,Administration,L2,Billing Executive,Hubballi,Female,49,PhD,Full-Time,On-Site,Night,0,9,3,94948,1139376,171871,2,1,1,80,Yes,9,116,153,0,0,3,26.0,Low,0.987,Yes
HOSP10207,Apollo Hospital,Cardiology,L2,Radiology Technician,Bengaluru,Male,59,MBBS,Full-Time,Hybrid,Day,19,0,9,76951,923412,53257,5,5,1,77,Yes,8,78,43,4,3,4,7.8,Medium,0.9226,Yes
HOSP10208,Apollo Hospital,Surgery,L2,IT Support Engineer,Hubballi,Female,54,Diploma,Full-Time,On-Site,Day,14,10,3,29755,357060,123990,5,2,1,77,Yes,11,15,312,10,1,4,35.1,Low,0.9895,Yes
HOSP10209,Apollo Hospital,General Medicine,L2,Receptionist,Bengaluru,Male,43,MD/MS,Full-Time,On-Site,Rotational,17,9,14,135985,1631820,192249,5,3,4,16,No,10,56,64,3,2,1,38.8,Medium,0.7855,Yes
HOSP10210,District General Hospital,Surgery,L4,Staff Nurse,Hubballi,Female,25,Diploma,Full-Time,Hybrid,Day,2,6,28,102553,1230636,127813,4,5,2,71,Yes,6,96,198,4,3,1,40.1,Low,0.9723,Yes
HOSP10211,District General Hospital,Emergency,L1,Receptionist,Kochi,Female,50,Bachelor's,Full-Time,On-Site,Rotational,17,1,9,152962,1835544,81046,4,4,3,79,Yes,0,9,375,10,1,1,14.0,Medium,0.9349,Yes
HOSP10212,Manipal Hospital,Surgery,L5,Data Analyst,Chennai,Female,26,PhD,Contract,On-Site,Night,1,10,20,112376,1348512,37851,2,5,5,79,Yes,7,18,377,8,3,4,29.9,Low,0.9831,Yes
HOSP10213,CityCare Hospital,Emergency,L2,Resident Doctor,Hubballi,Male,24,MBBS,Full-Time,On-Site,Night,9,1,29,35175,422100,8816,2,5,3,37,Yes,2,100,82,2,1,2,12.9,Low,0.7767,Yes
HOSP10214,Mangalore Medical Centre,IT,L4,Hospital Administrator,Mysuru,Male,49,PhD,Full-Time,On-Site,Night,10,7,21,83687,1004244,208925,5,5,2,23,Yes,12,113,48,3,1,2,34.4,Medium,0.8506,Yes
HOSP10215,Apollo Hospital,Emergency,L3,Receptionist,Hubballi,Male,43,Diploma,Full-Time,On-Site,Night,2,9,15,102983,1235796,2175,4,5,1,5,No,3,66,376,7,2,5,5.9,Low,0.25,Yes
HOSP10216,AIIMS Mangaluru,Administration,L3,Senior Nurse,Hubballi,Male,26,MD/MS,Contract,Hybrid,Day,6,9,14,173360,2080320,11341,3,4,4,67,Yes,3,35,384,2,3,4,34.4,Low,0.9512,Yes
HOSP10217,Mangalore Medical Centre,Outpatient,L4,Lab Technician,Kochi,Female,52,Bachelor's,Full-Time,On-Site,Night,7,9,18,64629,775548,63908,4,4,2,5,No,14,3,115,2,2,1,20.1,Medium,0.6521,Yes
HOSP10218,District General Hospital,Cardiology,L3,Billing Executive,Udupi,Female,38,Bachelor's,Full-Time,On-Site,Rotational,18,4,28,134779,1617348,156726,2,5,2,25,Yes,9,74,285,8,2,4,38.6,Low,0.8625,Yes
HOSP10219,AIIMS Mangaluru,Pediatrics,L3,Lab Technician,Kochi,Male,35,PhD,Full-Time,On-Site,Rotational,17,9,19,86513,1038156,191967,4,3,5,40,Yes,13,104,310,4,3,2,33.4,Low,0.9198,Yes
HOSP10220,AIIMS Mangaluru,Outpatient,L3,Lab Technician,Mysuru,Male,60,MD/MS,Full-Time,On-Site,Day,12,1,18,100762,1209144,59696,2,5,3,74,Yes,11,32,74,9,3,2,17.3,Low,0.9801,Yes
HOSP10221,AIIMS Mangaluru,Nursing,L3,Consultant Doctor,Udupi,Male,52,MD/MS,Full-Time,Hybrid,Night,12,4,17,178094,2137128,188961,5,4,3,37,Yes,7,27,172,0,1,3,40.7,High,0.8928,Yes
HOSP10222,Manipal Hospital,Surgery,L1,Lab Technician,Mangaluru,Female,29,Diploma,Full-Time,Hybrid,Day,18,7,25,150731,1808772,218216,5,2,5,79,Yes,0,95,238,6,3,3,13.1,Medium,0.8997,Yes
HOSP10223,District General Hospital,Physiotherapy,L2,Resident Doctor,Mangaluru,Male,57,PhD,Full-Time,On-Site,Day,11,5,11,75941,911292,83115,5,5,4,42,Yes,7,120,192,6,1,5,43.5,Medium,0.8931,No
HOSP10224,AIIMS Mangaluru,Nursing,L3,Data Analyst,Mysuru,Male,30,PhD,Full-Time,On-Site,Day,16,2,24,61473,737676,30194,3,5,1,52,Yes,8,79,115,5,1,4,34.6,High,0.9221,Yes
HOSP10225,Apollo Hospital,General Medicine,L3,Staff Nurse,Kochi,Female,40,Master's,Full-Time,On-Site,Rotational,11,7,15,34040,408480,165909,3,5,1,14,No,8,8,142,5,1,3,44.6,Low,0.8162,Yes
HOSP10226,Fortis Hospital,Emergency,L4,Lab Technician,Bengaluru,Female,26,PhD,Full-Time,On-Site,Day,12,8,0,87806,1053672,199966,2,5,4,55,Yes,4,74,31,2,1,3,2.9,Medium,0.7968,No
HOSP10227,AIIMS Mangaluru,Cardiology,L3,IT Support Engineer,Mysuru,Male,23,Bachelor's,Part-Time,On-Site,Day,11,4,15,162358,1948296,84358,1,1,5,55,Yes,3,5,23,2,1,4,12.7,High,0.8909,Yes
HOSP10228,Manipal Hospital,ICU,L5,Medical Officer,Chennai,Female,31,Diploma,Full-Time,On-Site,Day,18,1,1,130076,1560912,172648,3,5,2,30,Yes,3,48,381,9,1,2,33.5,Medium,0.8042,Yes
